term,name,definition,category,provenance,provenance_uri,note
temperatureInitial,"Temperature, initial",initial temperature before heating,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
temperatureSensor,"Temperature, sensor","Temperature, raw data from sensor",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
temperatureTransducerSignal,"Temperature, transducer signal","Temperature, raw data from sensor",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
terbium,Terbium,"Terbium is a chemical element with symbol Tb and atomic number 65. It is a silvery-white, rare earth metal that is malleable, ductile, and soft enough to be cut with a knife.",,Wikipedia,https://en.wikipedia.org/wiki/Terbium,Added to support Critical Zone Observatory (CZO) data use cases. 
terbiumDissolved,"Terbium, dissolved","Dissolved Terbium (Tb). ""Dissolved "" indicates a the measurement was made on a filtered sample.",,Wikipedia,https://en.wikipedia.org/wiki/Terbium,Added to support Critical Zone Observatory (CZO) data use cases. 
terbufos,Terbufos,Terbufos (C9H21O2PS3),,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
terpineol,Terpineol,Terpineol (C10H18O),,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
tertAmylMethylEther,Tert-Amyl Methyl Ether,Tert-Amyl Methyl Ether (C6H14O),,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
tertiaryButylAlcohol,Tertiary Butyl Alcohol,Tertiary Butyl Alcohol (C4H10O),,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
tetracene,Tetracene,"Tetracene (C18H12), a polycyclic aromatic hydrocarbon (PAH), also known as naphthacene or benz[b]anthracene",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
tetrachloroethene,Tetrachloroethene,Tetrachloroethene (C2Cl4),,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
tetraethyleneGlycol,Tetraethylene glycol,Tetraethylene glycol (C8H18O5),,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
tetrahydrofuran,Tetrahydrofuran,Tetrahydrofuran (C4H8O),,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
tetramethylnaphthalene,Tetramethylnaphthalene,"Tetramethylnaphthalene (C10H4(CH3)4), a polycyclic aromatic hydrocarbon (PAH)",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
thallium,Thallium,"Thallium is a chemical element with symbol Tl and atomic number 81. It is a gray post-transition metal that is not found free in nature. When isolated, thallium resembles tin, but discolors when exposed to air. Chemists William Crookes and Claude-Auguste Lamy discovered thallium independently in 1861, in residues of sulfuric acid production. Both used the newly developed method of flame spectroscopy, in which thallium produces a notable green spectral line.",,Wikipedia,https://en.wikipedia.org/wiki/Thallium,Added to support Critical Zone Observatory (CZO) data use cases. 
thalliumDissolved,"Thallium, dissolved","Dissolved thallium (Tl). ""dissolved"" indicates measurement was made on a filtered sample.",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
thalliumDistributionCoefficient,"Thallium, distribution coefficient",Ratio of concentrations of thallium in two phases in equilibrium with each other. Phases must be specified.,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
thalliumParticulate,"Thallium, particulate",Particulate thallium (Tl) in suspension,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
thalliumTotal,"Thallium, total","Total thallium (Tl). ""Total"" indicates was measured on a whole water (unfiltered) sample.",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
thorium,Thorium,Thorium (Th),,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
thorium,Thorium,"Thorium is a weakly radioactive metallic chemical element with symbol Th and atomic number 90. Thorium is silvery and tarnishes black when it is exposed to air, forming thorium dioxide; it is moderately hard, malleable, and has a high melting point.",,Wikipedia,https://en.wikipedia.org/wiki/Thorium,Added to support Critical Zone Observatory (CZO) data use cases. 
thorium_228,Thorium-228,An isotope of thorium in the thorium-232 decay series,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
thorium_230,Thorium-230,An isotope of thorium in the thorium-232 decay series,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
thorium_232,Thorium-232,A radioactive isotope of thorium which undergoes alpha decay,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
thoriumDissolved,"Thorium, dissolved","Dissolved thorium. For chemical terms, dissolved indicates a filtered sample.",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
threshold,Threshold,A level above or below which an action is performed.,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
throughfall,Throughfall,"In Hydrology, throughfall is the process which describes how wet leaves shed excess water onto the ground surface. These drops have greater erosive power because they are heavier than rain drops. Furthermore, where there is a high canopy, falling drops may reach terminal velocity, about 8 metres (26 ft), thus maximizing the drop's erosive potential.",,Wikipedia,https://en.wikipedia.org/wiki/Throughfall,Added to support Critical Zone Observatory (CZO) data use cases. 
THSWIndex,THSW Index,"The THSW Index uses temperature, humidity, solar radiation, and wind speed to calculate an apparent temperature.",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
thulium,Thulium,"Thulium is a chemical element with symbol Tm and atomic number 69. It is the thirteenth and third-last element in the lanthanide series. Like the other lanthanides, the most common oxidation state is +3, seen in its oxide, halides and other compounds; because it occurs so late in the series, however, the +2 oxidation state is also stabilized by the nearly full 4f shell that results.",,Wikipedia,https://en.wikipedia.org/wiki/Thulium,Added to support Critical Zone Observatory (CZO) data use cases. 
thuliumDissolved,"Thulium, dissolved","Dissolved Thulium (Tm). ""Dissolved "" indicates a the measurement was made on a filtered sample.",,Wikipedia,https://en.wikipedia.org/wiki/Thulium,Added to support Critical Zone Observatory (CZO) data use cases. 
THWIndex,THW Index,"The THW Index uses temperature, humidity, and wind speed to calculate an apparent temperature.",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
tideStage,Tide stage,Tidal stage,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
timeElapsed,"Time, elapsed",Time elapsed since an event occurred,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
timeStamp,Time Stamp,The time at which a sensor produces output,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
tinDissolved,"Tin, dissolved","Dissolved tin (Sn). ""Dissolved "" indicates a the measurement was made on a filtered sample.",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
tinTotal,"Tin, total","Total tin (Sn).""Total"" indicates was measured on a whole water (unfiltered) sample.",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
titanium,Titanium,Titanium (Ti),,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
titaniumDioxide,Titanium dioxide,"Titanium dioxide, also known as titanium(IV) oxide or titania, is the naturally occurring oxide of titanium, chemical formula TiO
 2. When used as a pigment, it is called titanium white, Pigment White 6 (PW6), or CI 77891.",,Wikipedia,https://en.wikipedia.org/wiki/Titanium_dioxide,Added to support Critical Zone Observatory (CZO) data use cases. 
titaniumDissolved,"Titanium, dissolved",Dissolved Titanium,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
titaniumTotal,"Titanium, total",Total titanium (Ti),,Wikipedia,https://en.wikipedia.org/wiki/Titanium,Added to support Critical Zone Observatory (CZO) data use cases. 
toluene,Toluene,Toluene (C6H5CH3),,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
topographicWetnessIndex,Topographic Wetness Index (TWI),"Topographic wetness index (TWI), also known as the compound topographic index (CTI), is a steady state wetness index. It is commonly used to quantify topographic control on hydrological processes.",,Wikipedia,https://en.wikipedia.org/wiki/Topographic_wetness_index,Added to support Critical Zone Observatory (CZO) data use cases. 
trans_1_2_Dichloroethene,"trans-1,2-Dichloroethene","trans-1,2-Dichloroethene (C2H2Cl2)",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
trans_1_3_Dichloropropene,"trans-1,3-Dichloropropene","trans-1,3-Dichloropropene (C3H4Cl2)",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
transientSpeciesCoverage,Transient species coverage,Areal coverage of transient species,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
transpiration,Transpiration,Transpiration,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
tributoxyethylPhosphate,Tributoxyethyl phosphate,Tributoxyethyl phosphate (C42H87O13P),,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
trichloroethene,Trichloroethene,Trichloroethene (C2HCl3),,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
triethyleneGlycol,Triethylene glycol,Triethylene glycol (C6H14O4),,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
trifluralin,Trifluralin,Trifluralin (C13H16F3N3O4),,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
triphenylene,Triphenylene,Triphenylene (C18H12),,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
tritium_3H_DeltaTOfH2O,"Tritium (3H), Delta T of H2O",Isotope 3H of water,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
TSI,TSI,Carlson Trophic State Index is a measurement of eutrophication based on Secchi depth,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
turbidity,Turbidity,Turbidity,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
ultravioletRadiationIndex,Ultraviolet Radation Index,"The global solar UV index (UVI) was developed as an easy-to-understand measure of biologically effective UV radiation with a view to promote public awareness of the risks of UV radiation exposure and sun protection. In the initial work done on UVI in Canada, a typical midday summer erythemal irradiance of 250 mW.m-2 was found leading to the (arbitrary) definition of one UV index equal to an erythemally weighted irradiance of 25 mW.m-2. This gives a typical range of UVI 0 to 11+.",Biota,See http://support.bentham.co.uk/support/solutions/articles/5000619299-erythemal-radiant-exposure-and-uv-index,,
ultravioletRadiationDose,Ultraviolet Radiation Dose,"A measure of the ability of ultraviolet radiation, as a function of wavelength, to produce just perceptible erythema in human skin.",Biota,See http://support.bentham.co.uk/support/solutions/articles/5000619299-erythemal-radiant-exposure-and-uv-index,,
uranium,Uranium,Uranium (U),,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
uranium_234,Uranium-234,An isotope of uranium in the uranium-238 decay series,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
uranium_235,Uranium-235,An isotope of uranium that can sustain fission chain reaction,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
uranium_238,Uranium-238,Uranium's most common isotope,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
uraniumDissolved,"Uranium, dissolved","Dissolved Uranium. For chemical terms, dissolved indicates a filtered sample.",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
urea,Urea,Urea ((NH2)2CO),,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
ureaFlux,Urea flux,Urea ((NH2)2CO) flux,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
